id,location,fault_severity,severity_type,num_events,num_resources,total_log_volume
16359,899,0,4,3,1,6
16972,845,1,2,1,1,24
12255,938,1,1,2,2,5
18005,1042,0,2,1,1,12
2237,135,0,2,2,1,52
13926,653,1,2,1,1,18
5337,1,0,1,2,1,25
18010,601,1,1,2,2,4
9630,884,0,1,1,1,6
8680,1042,0,2,1,1,23
17306,159,1,1,3,2,27
4165,1050,1,2,2,2,2
11355,892,0,1,3,1,21
5201,242,0,2,2,1,239
1702,810,1,1,2,1,14
7657,1118,0,1,1,1,24
12464,466,0,2,2,1,30
8784,793,0,1,1,1,6
9469,793,0,1,1,1,4
5505,307,0,4,1,1,2
14461,684,0,1,2,1,35
7649,253,0,1,2,1,2
10954,942,0,4,1,1,1
8856,609,1,2,3,2,18
1085,497,0,2,2,1,346
14363,122,0,2,2,1,18
6625,489,0,2,2,1,11
8806,962,2,1,2,1,28
10642,600,2,2,1,1,94
6787,171,0,2,2,1,33
17832,509,0,2,2,1,22
5406,793,0,2,1,1,6
6130,495,0,2,2,1,502
742,1107,0,1,2,1,11
10531,755,0,1,1,1,3
3806,128,0,2,2,1,4
8367,863,1,1,1,1,4
541,488,0,2,2,1,15
5058,738,1,1,1,1,1
14133,173,0,2,3,2,5
4980,311,0,1,3,1,6
1632,441,1,2,2,1,4
16847,932,0,2,1,1,2
500,280,0,4,1,1,1
16045,88,0,2,2,2,3
18076,1000,0,1,2,2,6
6832,931,1,1,2,1,4
12891,938,0,2,1,1,1
640,744,0,1,2,2,10
10946,507,0,2,2,1,33
11820,895,1,1,3,1,74
15119,159,1,2,1,1,2
10451,333,0,4,1,1,3
10131,471,0,2,2,1,319
8041,155,0,2,2,1,29
6892,821,0,1,2,1,12
8794,229,0,4,1,1,2
16213,466,0,2,2,1,145
7130,816,0,1,1,1,3
13070,846,2,2,1,1,24
10153,270,0,2,2,1,4
3101,244,0,2,2,1,70
5075,782,0,1,2,2,19
3736,712,0,1,2,1,4
16064,1008,2,2,1,1,12
12893,1061,1,2,1,1,14
5899,808,0,2,1,1,2
3195,816,1,1,3,3,11
8422,1120,1,1,1,1,5
4223,509,0,2,2,1,12
9263,600,1,2,1,1,37
4833,107,1,2,2,1,25
7284,763,2,2,1,1,47
13689,1103,1,1,2,2,3
1574,1008,0,1,2,1,17
8987,607,0,2,3,3,3
15944,373,0,2,2,1,144
9441,102,1,2,2,1,26
16147,946,0,2,1,1,1
3994,976,2,1,2,1,52
777,1023,1,1,2,2,8
13142,466,0,2,2,1,41
10146,1072,0,1,1,1,28
9583,126,0,2,2,1,32
3629,1005,0,1,1,1,2
9081,845,1,2,1,1,15
9611,1042,1,2,1,1,27
984,445,0,2,2,1,14
8344,301,0,2,2,1,4
11252,600,0,2,1,1,38
10282,445,0,2,2,1,4
10561,1018,0,1,2,1,3
6715,1011,1,1,1,1,2
11753,661,1,4,2,2,12
2432,923,0,1,1,1,4
15157,1049,2,1,1,1,191
2627,118,0,2,2,1,37
843,895,2,1,4,1,20
1675,91,0,2,2,1,521
15140,957,0,2,2,2,2
7874,126,0,2,2,1,16
415,903,1,1,1,1,42
4435,558,1,2,1,1,2
7798,618,1,4,1,1,2
16494,707,0,1,3,2,15
8263,1010,1,2,1,1,21
8523,742,0,1,3,2,338
1793,1107,2,1,2,1,108
15593,899,1,1,3,1,9
5545,1007,0,1,2,1,9
5889,794,0,1,3,3,7
15923,507,0,2,2,1,12
2576,1038,1,1,1,1,38
14879,326,1,2,2,1,4
9148,903,0,2,1,1,1
3512,145,0,1,2,1,3
12789,1049,0,1,1,1,9
3941,409,1,2,2,1,8
11052,342,0,4,1,1,4
7720,991,2,1,1,1,97
15625,375,1,2,2,1,9
33,473,0,2,2,1,12
17490,584,0,1,1,1,8
14456,808,0,1,2,1,20
2452,116,1,1,3,2,5
7338,1089,1,1,1,1,2
17440,102,0,2,2,1,20
12038,349,0,2,2,1,2
7179,1058,1,1,2,1,5
10343,91,0,2,2,1,357
49,484,0,2,2,1,30
8163,821,2,1,2,1,73
16950,495,0,2,2,1,229
12761,1052,2,1,2,1,25
5123,344,1,2,2,1,4
14988,470,0,2,2,1,9
10620,244,0,2,2,1,52
6975,653,2,2,1,1,4
9604,462,0,4,1,1,3
3921,771,2,1,2,1,458
16832,821,2,2,1,1,26
17837,466,0,2,2,1,47
11872,974,1,1,1,1,2
14522,358,1,2,2,1,6
13015,951,0,1,1,1,2
9520,1046,1,2,2,2,3
4749,309,1,1,2,1,4
9675,653,1,1,2,2,17
8071,133,1,2,2,1,4
9519,931,1,2,1,1,11
721,798,0,2,1,1,14
1653,899,0,1,4,1,37
13560,810,2,1,2,1,40
12921,342,1,2,2,1,4
2715,68,1,1,1,1,23
5183,596,1,1,1,1,3
1239,244,0,2,2,1,48
17297,415,1,2,2,1,5
10115,601,1,1,3,3,8
11846,976,1,1,2,1,18
10501,1052,0,2,1,1,6
12772,466,0,2,2,1,24
2067,1018,0,1,2,1,6
11585,44,0,4,2,1,1
13940,653,2,2,1,1,8
7131,446,0,1,1,1,2
12352,1078,0,1,1,1,27
3236,809,0,2,1,1,2
13240,495,0,2,2,1,89
581,1007,0,2,1,1,1
6581,1019,0,2,1,1,18
6219,674,2,1,1,1,10
11757,673,1,1,1,1,16
8852,774,0,2,1,1,11
5179,846,1,2,1,1,6
1105,467,0,1,2,1,3
12535,1042,1,2,1,1,28
17546,276,0,2,2,1,7
13201,242,0,2,2,1,375
15848,834,0,1,3,2,54
11224,823,0,2,1,1,2
12147,943,0,1,1,1,6
10776,407,1,2,2,1,2
2363,891,0,1,1,1,9
8994,459,0,2,2,1,4
13847,378,0,2,2,1,7
17436,798,2,2,1,1,66
2541,1103,0,1,1,1,1
1152,891,0,1,1,1,4
17914,446,1,1,3,2,9
2397,104,0,2,3,2,9
10648,380,0,2,2,1,12
8275,936,1,1,3,3,8
7916,1106,1,1,1,1,1
3495,979,1,1,2,2,4
14895,794,1,1,3,3,8
9137,704,0,2,1,1,4
9606,252,1,4,1,1,1
7196,723,0,1,1,1,3
6319,584,0,2,1,1,20
11431,34,0,1,1,1,5
3166,839,1,1,1,1,1
6740,707,0,2,2,2,6
16904,846,1,2,1,1,51
6198,655,1,1,5,2,62
1406,735,0,1,3,2,14
3528,879,0,1,1,1,3
11571,463,0,2,2,1,6
17811,1100,1,1,2,1,54
1658,126,0,2,2,1,33
10400,849,0,1,1,1,2
11824,613,0,2,2,1,1
6831,699,0,1,1,1,1
10938,830,0,1,1,1,202
2440,1075,2,2,1,1,32
13393,856,1,1,3,3,4
16144,818,1,1,1,1,5
9621,375,0,2,2,1,41
3141,755,0,1,1,1,4
13593,786,0,1,1,1,4
15446,495,0,2,2,1,28
8100,91,0,2,2,1,10
8694,1015,1,1,1,1,14
7151,834,0,2,1,1,16
4496,693,1,1,1,1,4
8408,790,0,1,1,1,2
15952,1,1,1,2,1,8
15580,798,2,2,1,1,35
6221,909,2,1,1,1,16
4642,793,0,1,1,1,23
14545,465,0,2,2,1,14
9587,967,1,4,1,1,2
7919,724,1,1,1,1,6
13384,139,1,2,2,1,8
3053,793,0,1,2,2,27
472,122,0,2,2,1,21
811,314,0,2,2,1,12
17966,795,0,1,1,1,2
9770,696,0,2,1,1,27
11806,479,0,2,2,1,24
7108,1083,2,1,1,1,14
16491,821,2,2,1,1,32
8922,515,0,2,2,1,209
14724,684,1,2,1,1,58
7820,794,0,1,2,2,7
13196,151,1,2,2,1,4
1381,695,1,1,1,1,2
17200,471,0,2,2,1,32
914,714,1,2,2,2,1
5891,839,0,4,1,1,56
14452,484,0,2,2,1,2
4493,821,0,1,2,1,32
1822,1052,1,1,2,1,179
4097,51,0,1,1,1,1
3815,995,2,1,2,1,62
14397,122,0,2,2,1,50
262,994,0,2,1,1,2
10185,1052,2,1,2,1,115
2464,7,0,1,1,1,37
2725,460,1,2,2,1,30
10474,481,0,2,2,1,95
9198,653,2,1,2,1,21
13354,1008,2,2,1,1,46
12226,7,0,1,1,1,12
12496,707,0,2,1,1,8
2718,476,0,2,2,1,20
4301,467,0,2,2,1,8
11134,1083,0,1,1,1,12
17653,1016,1,1,1,1,2
11079,518,0,2,2,1,124
8096,8,0,1,2,1,3
4721,742,0,1,2,1,3
6069,373,0,2,2,1,69
15313,466,0,2,2,1,79
18179,627,0,1,3,2,274
10587,256,0,2,2,1,2
660,124,0,2,2,1,8
16476,881,0,1,2,2,16
6013,126,0,2,2,1,55
3072,118,0,2,2,1,35
18215,931,0,1,2,1,41
9294,140,0,1,2,1,5
12430,267,0,2,2,1,4
412,1080,1,1,2,2,6
5809,124,0,2,2,1,18
8808,495,0,2,2,1,415
4576,477,0,2,2,1,84
7344,424,0,2,2,1,5
3965,91,0,2,2,1,401
12984,942,0,1,2,2,2
6890,844,1,1,1,1,8
10645,710,0,2,1,1,2
8309,1104,0,1,1,1,2
17659,1031,0,1,1,1,29
836,128,0,4,1,1,1
11692,628,0,1,1,1,4
14575,768,0,1,1,1,4
11586,1050,1,4,3,3,5
9052,1100,0,1,2,1,69
2932,957,1,4,1,1,4
14215,692,0,1,1,1,1
18536,821,0,1,2,1,38
14795,469,0,2,2,1,19
12215,122,0,2,2,1,12
8179,839,0,1,1,1,2
12194,1008,0,2,1,1,11
12186,1093,0,1,4,3,12
11594,479,0,2,2,1,17
3346,277,0,2,2,1,4
18155,124,0,2,2,1,27
12908,444,0,1,3,1,4
4960,821,0,1,2,1,38
12046,627,0,1,3,2,45
2832,1061,2,2,1,1,8
6907,325,0,1,3,1,4
14713,155,0,2,2,1,3
12087,1100,2,1,2,1,14
10809,893,0,1,3,1,5
6754,696,0,1,1,1,2
14182,1104,0,2,1,1,1
13742,977,1,5,1,1,6
7178,485,0,2,2,1,35
2139,505,0,2,2,1,247
7278,519,0,2,2,1,14
10398,124,0,2,2,1,7
9681,943,0,1,1,1,12
12284,1031,1,1,1,1,14
15001,1042,2,2,1,1,14
14164,507,0,2,2,1,32
17405,707,0,2,1,1,1
9927,288,1,1,3,2,10
439,842,0,1,1,1,2
2731,845,0,2,1,1,15
9501,1024,0,1,1,1,13
14206,931,1,1,2,1,8
5196,1107,0,1,2,1,65
18448,9,0,1,2,1,172
2817,600,0,2,1,1,28
13615,1084,1,1,1,1,1
11194,1032,1,1,1,1,4
7848,390,1,2,2,1,14
15143,124,0,2,2,1,20
12912,491,0,2,2,1,17
2241,470,0,2,1,1,3
7740,821,1,1,2,1,17
7828,684,1,2,1,1,12
17080,839,0,1,1,1,2
6054,653,2,2,1,1,17
8112,122,0,2,2,1,24
14561,468,0,2,2,1,6
16244,793,0,2,1,1,12
794,646,0,1,1,1,21
4913,380,0,2,2,1,15
15706,691,0,1,3,3,14
17636,834,2,2,1,1,34
2866,931,2,1,2,1,52
2282,704,2,1,2,1,22
15141,919,1,1,1,1,6
225,839,0,1,1,1,12
14540,1026,1,1,3,3,2
14948,1067,1,1,1,1,2
14715,838,0,2,1,1,1
2852,760,0,2,2,2,2
6747,1019,0,2,1,1,2
12050,860,0,1,1,1,2
10005,802,0,1,3,3,2
841,949,1,1,1,1,3
3785,963,0,1,1,1,11
275,704,2,2,1,1,26
16392,239,0,2,2,1,8
8681,375,0,2,2,1,66
9687,469,0,2,2,1,94
13803,1117,0,2,1,1,4
343,375,0,2,2,1,14
13743,878,0,1,1,1,113
9845,613,2,1,2,1,26
4076,790,0,1,2,2,3
656,481,0,2,2,1,103
6147,897,1,1,4,1,17
12267,957,0,2,1,1,6
1262,902,1,1,2,2,3
7268,821,1,2,1,1,7
15161,1095,0,1,2,2,5
11400,827,1,1,1,1,2
4236,885,0,2,1,1,18
15730,1078,0,2,1,1,2
5112,704,2,1,2,1,24
9363,1034,0,1,1,1,6
7290,600,0,2,1,1,7
13660,638,0,1,2,1,31
2409,912,1,1,1,1,2
18440,603,1,1,1,1,50
13239,1030,0,2,1,1,1
12291,664,0,1,1,1,14
14858,756,1,1,2,1,8
7330,485,0,2,2,1,8
17362,851,0,1,2,2,7
1210,448,0,1,3,1,7
2878,373,0,2,2,1,149
4152,1107,0,2,1,1,4
2622,137,0,2,3,2,6
9462,914,2,1,1,1,8
15985,460,1,2,2,1,6
11376,477,0,2,2,1,24
6567,763,0,2,1,1,32
13097,445,0,2,2,1,19
16084,573,0,1,1,1,1
3456,924,2,1,4,4,34
4221,126,0,2,2,1,39
15977,866,2,1,1,1,31
958,313,0,2,2,1,6
5405,469,0,2,2,1,169
3913,123,0,2,2,1,6
16379,468,0,2,2,1,29
13728,821,0,1,2,1,42
13641,790,0,4,1,1,1
8262,519,0,2,2,1,12
615,445,1,2,2,1,8
6640,667,0,1,1,1,2
15214,919,0,4,1,1,5
377,735,0,1,1,1,9
9192,441,0,2,2,1,4
15390,242,0,2,2,1,13
2068,735,0,1,1,1,4
1482,22,0,1,1,1,1
14888,465,0,2,2,1,57
17378,532,0,4,3,2,4
14406,661,0,1,3,3,8
11336,135,0,2,2,1,58
3201,102,0,4,1,1,2
715,445,0,2,2,1,21
1582,476,0,2,2,1,208
18117,706,0,1,2,1,2
4566,794,0,1,3,3,7
1044,744,0,4,1,1,2
4227,382,1,4,1,1,1
3092,381,0,1,2,1,2
1762,1053,1,1,2,1,4
9289,742,0,2,2,2,13
2099,897,0,4,4,1,6
7603,477,0,2,1,1,10
13147,7,0,1,1,1,2
16953,242,0,2,2,1,179
15346,891,0,1,1,1,8
971,485,0,2,2,1,18
9580,856,1,1,2,2,3
5564,891,0,1,1,1,15
2082,1099,2,1,1,1,32
2197,916,0,1,1,1,2
6390,763,0,2,1,1,20
1211,83,1,1,1,1,2
12069,243,0,2,2,1,8
4933,704,0,2,1,1,49
9774,704,1,2,1,1,10
1126,1019,0,1,2,1,12
5419,116,0,4,1,1,1
9953,465,0,2,2,1,97
2723,67,1,2,1,1,7
9234,818,1,2,1,1,8
13564,135,0,2,2,1,18
12336,653,0,1,2,2,7
6067,627,0,2,3,2,13
5702,938,1,1,1,1,6
9312,326,0,4,1,1,1
11037,1008,2,2,1,1,12
16609,122,0,2,2,1,8
2458,1100,1,1,2,1,150
8762,1086,0,2,1,1,11
9494,253,1,1,2,1,3
11718,976,2,2,1,1,10
11730,976,1,2,1,1,2
16316,283,0,2,2,1,10
3000,921,1,2,1,1,9
17130,972,1,4,1,1,3
3341,1107,0,2,1,1,57
16464,520,0,2,2,1,23
6595,803,1,1,1,1,5
15941,124,0,2,2,1,24
8832,886,1,1,2,2,2
10404,821,0,1,2,1,11
961,925,0,1,1,1,188
11042,899,0,1,3,1,7
2117,963,0,1,1,1,5
10829,1045,0,1,2,1,5
16807,20,1,1,2,2,4
6440,1052,1,1,2,1,43
3345,249,0,2,2,1,3
3131,505,0,2,2,1,414
14108,1050,0,2,1,1,5
7970,1079,0,1,1,1,2
10516,1007,1,1,2,2,1
6074,1075,2,2,1,1,30
5949,624,0,1,1,1,2
17196,919,0,1,1,1,16
9525,298,1,2,2,1,4
12612,108,1,2,2,1,6
10892,853,0,2,1,1,2
9792,962,2,1,2,1,16
789,810,2,2,1,1,13
702,976,0,1,2,2,17
9626,1063,0,1,1,1,1
13971,126,0,2,2,1,34
15875,424,1,1,3,2,6
12506,619,0,1,1,1,416
11813,518,0,2,2,1,79
11084,262,0,1,1,1,2
2827,300,0,1,3,1,4
10693,240,0,2,2,1,2
3988,1038,1,1,1,1,2
4423,767,1,1,1,1,6
18482,1050,0,2,2,2,3
11298,984,0,2,1,1,1
8714,118,0,2,2,1,21
10755,722,1,1,1,1,3
4125,242,0,2,2,1,308
9722,1019,1,2,1,1,1
5954,1044,0,2,1,1,1
2784,895,2,1,3,1,157
6885,535,2,1,3,3,9
17139,893,0,1,3,1,19
12537,1042,0,2,1,1,48
7676,995,2,1,2,1,50
8026,509,0,2,2,1,34
3042,305,0,4,1,1,1
3831,374,0,2,2,1,132
1839,9,0,2,2,2,2
3946,976,2,2,1,1,12
1892,309,0,4,1,1,2
12675,1107,1,1,2,1,46
4856,820,1,1,1,1,6
10957,836,0,2,1,1,2
3919,814,0,1,1,1,11
15479,893,0,1,3,1,15
17701,803,1,1,1,1,1
18232,380,0,2,2,1,16
242,1031,0,1,1,1,10
17890,83,1,1,1,1,1
10426,563,0,2,1,1,6
14682,627,0,4,1,1,2
10844,1011,1,1,1,1,11
3199,1117,0,1,1,1,4
2734,1010,0,1,1,1,7
10658,1015,0,1,1,1,1
11696,744,2,1,4,4,41
10379,126,0,2,2,1,42
9906,560,1,1,1,1,24
18220,1008,0,1,2,1,50
4034,507,0,2,2,1,38
6652,385,1,2,2,1,9
4936,794,0,1,2,2,2
12533,373,0,2,2,1,39
636,102,1,2,2,1,2
9897,500,0,2,1,1,1
5061,251,0,1,2,1,7
580,89,1,2,2,1,12
16677,878,0,1,1,1,7
3396,895,1,1,4,1,16
3823,734,0,1,2,1,8
12097,812,0,1,1,1,772
12073,469,0,1,1,1,2
18355,169,0,2,2,1,10
11637,479,0,1,3,2,11
9907,1008,0,2,1,1,4
3339,723,0,2,1,1,1
11328,734,2,1,2,1,53
1768,943,1,1,1,1,3
8259,943,1,1,1,1,4
17633,684,2,2,1,1,56
17315,288,0,1,3,2,11
1072,1086,2,2,1,1,14
14996,763,2,1,2,1,42
13779,441,0,1,1,1,2
17142,475,0,2,2,1,18
57,1075,1,1,2,1,4
6083,893,0,1,3,1,189
10715,902,1,1,1,1,4
2535,805,0,1,1,1,11
16521,810,1,2,1,1,21
11330,1036,0,2,1,1,2
5214,745,2,1,2,2,14
13623,206,0,1,3,1,6
12745,821,1,1,3,2,41
8609,270,1,2,2,1,4
12657,653,0,1,3,2,22
11359,114,1,1,2,1,3
2648,834,1,2,1,1,24
15831,834,0,2,1,1,74
6686,56,0,5,1,1,1
2335,147,0,2,2,1,16
5976,962,0,2,1,1,2
5888,450,0,2,2,1,4
266,879,0,2,1,1,3
11791,638,2,1,2,1,65
7119,72,1,1,1,1,2
16814,738,1,2,2,2,2
8234,1019,1,2,1,1,6
11790,1019,0,1,2,1,17
4394,839,1,1,1,1,3
89,253,0,4,1,1,2
13989,507,0,2,2,1,14
10703,955,0,1,1,1,10
3133,646,0,1,1,1,2
16433,931,1,1,2,1,9
5458,534,0,4,1,1,8
7483,889,0,1,1,1,3
9992,756,0,1,3,2,15
2557,998,0,2,1,1,5
2284,795,0,2,1,1,309
2943,760,0,1,1,1,3
13499,810,1,2,2,1,47
5522,899,1,1,3,1,3
16408,471,0,2,2,1,2
2631,470,0,1,3,1,16
2787,1042,1,2,1,1,26
15408,506,0,2,2,1,256
1873,704,2,1,2,1,15
14716,793,0,1,1,1,8
1659,197,0,4,1,1,1
9329,1080,1,1,2,2,3
13170,748,0,1,1,1,4
2437,102,0,2,2,1,34
12256,497,0,2,2,1,14
1136,520,0,2,2,1,16
6266,171,1,1,3,1,6
5593,12,1,1,1,1,6
5473,240,0,1,3,1,22
9800,802,0,1,2,2,2
7956,3,0,1,1,1,3
2711,476,0,1,3,1,26
10598,651,0,1,2,1,6
15862,2,1,2,2,2,2
2649,114,0,4,1,1,2
1959,248,0,4,1,1,1
17714,734,0,2,1,1,5
10884,350,0,2,1,1,1
4245,159,0,4,1,1,2
15433,8,0,2,1,1,1
10975,512,0,2,2,1,2
14134,814,0,1,1,1,6
998,878,0,1,1,1,12
251,122,0,2,2,1,12
4794,485,0,2,2,1,47
12992,1120,0,1,1,1,22
14229,1094,0,1,2,1,3
4351,684,0,1,2,1,24
6474,100,1,2,2,1,2
11552,601,0,1,2,2,5
14775,480,0,1,1,1,2
6866,325,1,2,2,1,4
2174,808,0,1,2,1,10
6936,836,1,1,1,1,13
6765,600,0,2,1,1,21
9601,894,0,1,3,1,35
9531,371,1,2,1,1,6
4468,476,0,2,2,1,132
11001,1099,0,1,1,1,9
6038,242,0,2,2,1,227
17671,1041,0,1,1,1,1
9059,1008,0,2,1,1,6
10724,651,0,1,1,1,4
8400,474,0,2,2,1,3
2929,845,0,1,2,1,21
18323,1042,2,2,1,1,16
1595,890,0,1,1,1,5
4105,808,0,1,2,1,23
1952,546,0,1,1,1,2
11442,893,0,1,3,1,104
8381,972,0,2,2,2,2
7950,403,0,4,1,1,1
15693,1019,0,1,2,1,5
15387,684,0,2,1,1,32
3286,707,0,2,2,2,13
14031,373,0,2,2,1,95
14358,471,0,2,2,1,22
2666,473,0,2,2,1,3
11953,613,2,1,3,1,9
10592,735,0,1,3,2,7
11581,1018,0,1,2,1,11
6212,102,0,1,3,1,21
16048,1109,1,1,2,2,10
6751,247,0,2,2,1,2
4368,638,2,1,2,1,25
7122,149,0,2,2,1,7
13458,976,1,1,2,1,9
6618,126,0,2,2,1,23
839,825,1,1,1,1,5
16438,829,0,1,1,1,3
3023,803,1,1,1,1,28
17330,808,0,1,2,1,7
8470,167,0,2,3,2,3
18288,599,0,1,2,1,2
3255,95,0,2,2,1,8
7540,1052,0,2,1,1,73
8647,696,0,2,1,1,27
4745,272,1,1,1,1,2
552,745,1,1,1,1,1
1583,821,1,2,1,1,19
9010,846,1,2,1,1,17
17935,944,1,1,1,1,18
7213,710,0,1,1,1,25
3100,834,0,2,1,1,21
15631,584,0,1,1,1,29
6900,9,0,1,2,1,54
14356,742,0,1,2,1,8
5122,914,0,1,2,2,4
12158,498,0,2,2,1,76
2798,810,0,2,1,1,1
7629,494,0,2,2,1,362
2157,1050,1,1,4,3,8
8152,756,1,1,1,1,1
9788,616,0,1,2,2,10
11124,885,0,2,1,1,6
3535,763,2,2,1,1,13
15055,975,0,1,1,1,3
18271,763,0,2,1,1,6
5510,1025,1,1,1,1,2
9620,1046,2,1,2,2,20
16507,81,1,1,5,2,8
6790,535,1,4,1,1,15
626,505,0,2,2,1,718
4569,818,1,1,1,1,15
7040,891,0,1,1,1,3
6228,494,0,2,2,1,4
18119,9,0,2,1,1,2
15807,450,0,2,2,1,6
16771,479,0,2,2,1,29
15804,894,0,1,3,1,14
16774,363,1,2,2,1,4
4143,1095,0,1,2,2,5
4196,999,1,1,1,1,2
4386,1066,1,1,2,2,16
10989,147,0,2,2,1,20
1342,691,0,2,3,2,16
18210,704,0,1,2,1,6
16180,248,0,2,2,1,4
13725,469,0,2,2,1,44
10866,436,1,1,1,1,2
10199,211,0,1,3,1,4
3718,798,2,2,1,1,8
16261,175,0,4,1,1,2
14232,821,0,2,1,1,15
16210,727,0,2,1,1,1
2500,995,2,1,2,1,174
13993,491,0,2,2,1,11
7118,228,1,2,2,1,20
6065,890,0,1,1,1,3
11618,484,0,2,2,1,3
12510,126,0,2,2,1,26
4703,1,2,1,1,1,18
16366,1107,0,1,2,1,26
4159,498,0,2,2,1,169
188,493,0,2,2,1,6
1745,734,1,1,2,1,29
14004,684,2,1,2,1,105
6898,599,1,2,1,1,8
8323,1099,0,1,1,1,27
14167,118,0,2,2,1,67
5491,365,0,1,1,1,1
1806,793,0,1,1,1,11
11517,942,1,1,2,2,6
17386,764,0,1,1,1,2
15806,223,1,2,2,1,4
61,284,1,2,1,1,2
3719,744,0,1,2,2,8
14141,1087,1,1,2,1,4
16409,12,0,1,1,1,6
12177,251,1,2,2,1,2
15789,128,0,2,2,1,6
54,488,0,2,2,1,36
8839,163,0,2,2,1,5
5551,645,1,1,2,1,418
15160,36,1,1,1,1,2
12567,566,2,1,2,2,58
480,899,0,2,1,1,1
8341,332,0,1,3,1,4
2209,963,0,1,1,1,59
4416,644,0,4,2,1,6
16866,821,1,2,1,1,17
9277,1042,2,2,1,1,55
12122,794,0,1,4,4,4
1578,369,0,2,2,1,54
453,619,0,2,1,1,5
10435,995,0,2,1,1,27
12175,495,0,2,2,1,38
6280,244,0,2,2,1,69
8031,995,1,1,2,1,505
18520,875,0,1,1,1,3
18030,652,0,1,3,1,6
18001,1099,0,1,1,1,14
15649,622,0,1,1,1,2
16800,472,0,4,1,1,1
200,1008,2,2,1,1,18
1242,497,0,2,2,1,325
10784,600,2,2,1,1,29
2804,653,0,2,1,1,1
10228,124,0,2,2,1,4
693,1052,1,1,2,2,19
4643,599,0,1,2,1,4
4588,360,1,1,3,2,4
18037,981,0,1,1,1,2
3706,810,2,1,2,1,14
1269,963,0,1,1,1,106
12999,810,1,2,1,1,6
14605,1021,2,1,1,1,33
3025,808,0,1,2,1,16
5129,851,1,4,1,1,2
13730,600,0,2,1,1,24
16864,127,0,2,2,1,4
5226,314,1,1,1,1,1
11612,821,0,1,3,2,2
13492,653,1,1,2,1,151
1251,962,0,2,1,1,49
11410,1086,1,2,1,1,3
605,1052,0,2,1,1,5
11034,504,0,2,2,1,20
10932,679,1,1,1,1,34
10060,823,0,2,1,1,5
5504,995,2,1,3,2,115
16406,944,0,2,1,1,1
691,931,0,2,1,1,5
10769,497,0,2,2,1,372
14902,759,1,1,1,1,2
7326,830,0,1,1,1,349
4290,1024,0,1,1,1,2
3465,1008,0,2,1,1,64
11713,373,0,2,2,1,146
13062,704,1,2,1,1,51
13381,471,0,2,2,1,12
10686,1095,1,1,2,2,4
1752,287,0,2,1,1,2
10831,469,0,2,2,1,140
7602,208,1,2,2,1,2
5558,91,0,2,2,1,680
4205,632,0,2,1,1,1
4469,1067,0,2,1,1,5
11593,904,0,1,1,1,4
7180,1084,1,1,2,1,6
5046,584,1,1,1,1,5
3138,91,0,2,2,1,249
13052,613,0,1,2,1,54
11546,7,2,1,2,2,108
12597,609,1,2,3,2,13
638,371,1,2,2,1,12
17095,653,0,2,1,1,8
2103,1075,1,2,1,1,20
10979,995,1,1,2,1,29
16797,944,1,1,1,1,19
17874,1042,1,2,1,1,5
15517,1018,1,1,2,1,11
3707,1048,0,2,1,1,3
10514,793,0,1,1,1,120
14972,899,0,4,1,1,1
10617,236,0,1,2,1,3
13684,607,0,2,2,2,3
926,1064,0,1,1,1,4
4817,918,2,1,1,1,9
4690,768,0,1,1,1,2
2008,1007,0,1,2,1,12
81,147,0,4,1,1,3
11687,1026,0,1,1,1,9
10305,477,0,2,2,1,77
12514,363,0,2,2,1,9
293,133,1,2,2,1,2
10212,853,0,1,1,1,4
5927,124,0,2,2,1,34
15911,684,0,2,1,1,2
5424,305,1,2,2,1,2
8298,925,1,1,1,1,10
881,889,0,2,1,1,1
452,821,1,2,1,1,8
3956,268,1,1,2,1,6
10746,245,0,2,2,1,6
5738,471,0,2,2,1,6
15113,946,0,1,1,1,3
10268,893,0,1,3,1,62
1672,288,0,2,2,1,6
14655,803,1,1,1,1,17
4591,1019,0,2,1,1,7
15458,92,0,2,2,1,26
6195,600,2,2,1,1,15
234,714,1,1,1,1,1
14567,92,0,2,2,1,29
3212,1097,1,1,1,1,1
8513,869,0,1,1,1,1
12746,128,0,2,2,1,8
3716,834,0,2,1,1,12
4441,627,0,2,3,2,3
12966,342,1,2,2,1,18
1872,576,0,1,1,1,9
1854,467,0,4,1,1,1
3348,817,0,1,1,1,2
18353,1081,0,1,2,1,6
12055,1052,0,2,1,1,4
8079,1042,1,2,1,1,9
3820,235,0,2,1,1,2
15965,97,0,2,2,1,10
5355,810,2,1,2,1,2
4689,980,0,1,1,1,2
1644,584,1,1,2,2,9
16577,821,2,1,3,2,77
9352,95,1,2,2,1,10
11121,477,0,2,2,1,9
969,1079,0,1,1,1,2
8094,1050,0,4,3,2,9
12832,476,0,2,2,1,207
8651,616,0,2,1,1,2
11617,762,0,1,1,1,4
1207,809,0,2,1,1,11
4024,602,0,1,1,1,2
14801,413,1,2,2,1,2
1735,934,0,1,1,1,2
4144,651,1,1,1,1,3
8222,619,0,1,1,1,16
5490,522,0,2,2,1,6
17537,208,0,4,1,1,2
4813,821,0,1,2,1,49
1193,1067,1,1,1,1,2
5152,244,0,2,2,1,52
16629,181,0,4,1,1,2
4842,499,0,2,2,1,427
5683,644,1,1,3,1,39
13447,1100,2,1,2,1,128
13179,810,0,1,2,1,18
1577,272,1,1,2,1,3
7542,808,0,2,1,1,9
